rank,name,profile,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
211,Steelwing,https://www.openstreetmap.org/user/Steelwing,13698519,1,3030,Kazakhstan,2538,5,5,475,7,0,0,0,0,0,0,467,0,8,7,0,0,0,0,"{""building"": 467, ""highway"": 8}","{""highway"": 7, ""name"": 4, ""description"": 1, ""int_ref"": 1, ""old_name"": 1, ""ref"": 1, ""smoothness"": 1, ""smoothness:date"": 1, ""source:smoothness"": 1, ""source:smoothness:2"": 1, ""surface"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
212,MenKauRa,https://www.openstreetmap.org/user/MenKauRa,1643499,10,3026,Azerbaijan,1159,1246,253,101,229,38,0,0,0,5,54,11,6,79,209,0,0,1,27,"{""highway"": 79, ""building"": 11, ""building:levels"": 11, ""landuse"": 6, ""barrier"": 5, ""leisure"": 4, ""maxspeed"": 2, ""oneway"": 2, ""amenity"": 1, ""name"": 1}","{""highway"": 209, ""maxspeed"": 50, ""name"": 47, ""name:en"": 37, ""name:ru"": 30, ""amenity"": 27, ""landuse"": 17, ""addr:street"": 16, ""oneway"": 16, ""shop"": 14, ""lanes"": 12, ""barrier"": 10, ""place"": 9, ""name:az"": 6, ""building"": 6, ""building:levels"": 6, ""bicycle"": 5, ""foot"": 5, ""addr:housenumber"": 4, ""website"": 4, ""opening_hours"": 4, ""addr:postcode"": 3, ""religion"": 3, ""wikidata"": 2, ""operator"": 2, ""enforcement"": 2, ""maxspeed:lanes"": 2, ""phone"": 2, ""population"": 1, ""man_made"": 1, ""office"": 1, ""name:tr"": 1, ""entrance"": 1, ""leisure"": 1, ""image"": 1, ""wikipedia"": 1, ""year_of_construction"": 1, ""addr:city"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
213,Jorieke V,https://www.openstreetmap.org/user/Jorieke%20V,378610,3,3023,Turkey,1085,1667,4,258,8,1,0,0,0,0,0,247,0,10,7,1,0,0,1,"{""building"": 247, ""highway"": 10, ""source"": 4, ""waterway"": 1}","{""highway"": 7, ""source"": 6, ""amenity"": 1, ""name"": 1, ""name:ab"": 1, ""name:en"": 1, ""note"": 1, ""residential"": 1}","#TürkiyeEQ060223,#yercizenler",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
214,leojth,https://www.openstreetmap.org/user/leojth,3700,3,3021,Sweden,2609,126,0,210,30,0,42,4,0,1,0,12,0,1,18,0,0,0,0,"{""natural"": 69, ""wetland"": 57, ""type"": 42, ""landuse"": 17, ""building"": 12, ""name"": 8, ""leisure"": 3, ""residential"": 3, ""water"": 3, ""access"": 2, ""ele"": 1, ""man_made"": 1, ""highway"": 1, ""wikidata"": 1}","{""highway"": 18, ""surface"": 18, ""maxspeed"": 16, ""maxweight"": 16, ""priority_road"": 16, ""ref"": 16, ""width"": 16, ""name"": 5, ""type"": 4, ""bridge"": 3, ""layer"": 3, ""natural"": 3, ""ele"": 2, ""water"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""wetland"": 1, ""landuse"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
215,romik80,https://www.openstreetmap.org/user/romik80,5468426,1,3018,Russian Federation,2998,0,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""natural"": 7, ""type"": 1}",{},,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
216,JFL-75,https://www.openstreetmap.org/user/JFL-75,13317783,9,3005,Syrian Arab Republic,1174,1279,221,228,83,20,0,0,0,0,0,180,26,1,7,0,0,0,0,"{""building"": 180, ""ruins:building"": 41, ""ruins:buildings"": 9, ""highway"": 1, ""ruins"": 1}","{""ruins:building"": 50, ""building"": 26, ""highway"": 7, ""source"": 3, ""surface"": 2, ""landuse"": 1}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
217,rab,https://www.openstreetmap.org/user/rab,36894,7,2989,Turkey,422,1790,350,96,256,70,5,0,0,0,2,1,10,85,240,0,0,0,0,"{""highway"": 85, ""oneway"": 59, ""construction"": 17, ""leisure"": 9, ""source"": 9, ""sport"": 8, ""surface"": 7, ""name"": 7, ""type"": 5, ""restriction"": 4, ""lanes"": 2, ""bridge"": 2, ""layer"": 2, ""junction"": 1, ""building"": 1}","{""highway"": 240, ""oneway"": 105, ""construction"": 51, ""source"": 38, ""surface"": 29, ""name"": 17, ""building"": 10, ""lanes"": 9, ""layer"": 6, ""admin_level"": 6, ""boundary"": 6, ""bridge"": 5, ""ref"": 4, ""junction"": 4, ""direction"": 2, ""maxspeed"": 2, ""addr:city"": 1, ""leisure"": 1, ""natural"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
218,FTA,https://www.openstreetmap.org/user/FTA,652301,4,2983,United States of America,2850,48,0,71,12,0,0,2,0,0,0,1,0,12,4,53,5,1,1,"{""waterway"": 53, ""FIXME"": 42, ""layer"": 23, ""tunnel"": 17, ""highway"": 12, ""name"": 12, ""tiger:cfcc"": 10, ""tiger:county"": 10, ""tiger:name_base"": 10, ""tiger:reviewed"": 10, ""tiger:name_type"": 6, ""bridge"": 6, ""ref"": 6, ""natural"": 4, ""lanes"": 2, ""surface"": 2, ""amenity"": 1, ""capacity:disabled"": 1, ""parking"": 1, ""building"": 1}","{""name"": 6, ""waterway"": 5, ""highway"": 4, ""ref"": 4, ""tiger:cfcc"": 3, ""tiger:county"": 3, ""tiger:name_base"": 3, ""tiger:reviewed"": 3, ""FIXME"": 3, ""tiger:name_type"": 2, ""landuse"": 2, ""is_in:state"": 2, ""network"": 2, ""route"": 2, ""type"": 2, ""source"": 1, ""lanes"": 1, ""surface"": 1, ""amenity"": 1, ""capacity:disabled"": 1, ""parking"": 1, ""symbol"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
219,MKoponen,https://www.openstreetmap.org/user/MKoponen,18429262,8,2978,Syrian Arab Republic,2304,143,0,515,16,0,0,0,0,0,0,470,0,45,12,0,0,0,1,"{""building"": 470, ""highway"": 45}","{""highway"": 12, ""source"": 9, ""landuse"": 3, ""residential"": 3, ""ref"": 2, ""amenity"": 1}","#hotosm-project-14246,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
220,Minimalis,https://www.openstreetmap.org/user/Minimalis,665336,7,2969,Czech Republic,1099,1090,313,141,238,79,2,6,1,20,293,103,160,32,72,2,3,7,5,"{""source"": 117, ""building"": 103, ""building:ruian:type"": 103, ""ref:ruian:building"": 103, ""start_date"": 100, ""building:levels"": 65, ""building:flats"": 40, ""highway"": 32, ""name"": 19, ""surface"": 12, ""tracktype"": 10, ""bus"": 9, ""local_ref"": 9, ""official_name"": 9, ""public_transport"": 9, ""tactile_paving"": 9, ""wheelchair"": 9, ""landuse"": 9, ""ref:PID"": 8, ""amenity"": 7, ""recycling:glass"": 4, ""recycling:paper"": 4, ""recycling:plastic"": 4, ""recycling_type"": 4, ""ref"": 4, ""noname"": 3, ""natural"": 3, ""meadow"": 3, ""recycling:beverage_cartons"": 2, ""barrier"": 2, ""website"": 2, ""direction"": 2, ""layer"": 2, ""dibavod:id"": 2, ""intermittent"": 2, ""waterway"": 2, ""type"": 2, ""historic"": 1, ""wikidata"": 1, ""recycling:clothes"": 1, ""recycling:cans"": 1, ""recycling:cooking_oil"": 1, ""recycling:organic"": 1, ""traffic_calming"": 1, ""foot"": 1, ""horse"": 1, ""maxspeed"": 1, ""bridge"": 1, ""tunnel"": 1, ""access"": 1, ""man_made"": 1, ""phone"": 1}","{""source"": 282, ""addr:housenumber"": 249, ""addr:postcode"": 249, ""addr:place"": 245, ""ref:ruian:addr"": 245, ""addr:country"": 240, ""building"": 160, ""ref:ruian:building"": 152, ""building:ruian:type"": 150, ""addr:provisionalnumber"": 134, ""addr:conscriptionnumber"": 113, ""addr:street"": 108, ""building:levels"": 86, ""building:flats"": 74, ""highway"": 72, ""name"": 48, ""start_date"": 34, ""ref"": 29, ""noname"": 21, ""public_transport"": 15, ""bus"": 13, ""network"": 12, ""network:wikidata"": 11, ""network:wikipedia"": 11, ""source:ref"": 10, ""surface"": 10, ""landuse"": 10, ""addr:city"": 9, ""crossing"": 8, ""tactile_paving"": 6, ""maxspeed"": 6, ""type"": 6, ""crossing:island"": 5, ""amenity"": 5, ""official_name"": 5, ""ref:PID"": 4, ""website"": 4, ""roof:shape"": 4, ""railway"": 3, ""waterway"": 3, ""phone"": 3, ""barrier"": 3, ""local_ref"": 3, ""ref:ruian:street"": 3, ""foot"": 3, ""man_made"": 3, ""operator"": 3, ""meadow"": 3, ""email"": 2, ""information"": 2, ""ref:nap"": 2, ""tourism"": 2, ""townhall:type"": 2, ""noexit"": 2, ""lanes"": 2, ""segregated"": 2, ""dibavod:id"": 2, ""intermittent"": 2, ""lit"": 2, ""source:maxspeed"": 2, ""tracktype"": 2, ""sorting_name"": 2, ""footway"": 2, ""fee"": 2, ""from"": 2, ""public_transport:version"": 2, ""route"": 2, ""to"": 2, ""via"": 2, ""direction"": 1, ""ref:ruian"": 1, ""source:addr"": 1, ""crossing:markings"": 1, ""office"": 1, ""name:cs"": 1, ""shop"": 1, ""shelter_type"": 1, ""wheelchair"": 1, ""alt_name"": 1, ""kerb"": 1, ""shelter"": 1, ""ele"": 1, ""source:ele"": 1, ""power"": 1, ""place"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""turn:lanes:backward"": 1, ""turn:lanes:forward"": 1, ""hgv"": 1, ""bicycle"": 1, ""motor_vehicle"": 1, ""layer"": 1, ""industrial"": 1, ""content"": 1, ""location"": 1, ""horse"": 1, ""construction"": 1, ""service"": 1, ""crop"": 1, ""smoothness"": 1, ""access"": 1, ""area"": 1, ""communication"": 1, ""communication:mobile_phone"": 1, ""tower:construction"": 1, ""tower:type"": 1, ""name:en"": 1, ""note"": 1, ""note:en"": 1, ""subject:wikidata"": 1, ""wikipedia"": 1, ""natural"": 1, ""duration"": 1, ""reservation"": 1, ""enforcement"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
221,watmildon,https://www.openstreetmap.org/user/watmildon,11303102,20,2969,United States of America,1090,40,46,8,1779,6,0,0,0,242,1,0,1750,2,9,6,12,0,0,"{""source"": 242, ""addr:city"": 241, ""addr:housenumber"": 241, ""addr:postcode"": 241, ""addr:state"": 241, ""addr:street"": 241, ""waterway"": 6, ""name"": 3, ""intermittent"": 2, ""highway"": 2, ""natural"": 1, ""maxspeed"": 1, ""surface"": 1, ""access"": 1, ""source:position"": 1, ""gnis:feature_id"": 1, ""old_name"": 1, ""wikidata"": 1}","{""source"": 1756, ""addr:city"": 1751, ""addr:postcode"": 1751, ""addr:state"": 1751, ""addr:street"": 1751, ""addr:housenumber"": 1750, ""building"": 1750, ""name"": 30, ""gnis:feature_id"": 19, ""wikidata"": 18, ""old_name"": 16, ""waterway"": 12, ""highway"": 9, ""natural"": 6, ""surface"": 6, ""water"": 3, ""intermittent"": 3, ""ele"": 2, ""maxspeed"": 2, ""leisure"": 2, ""access"": 2, ""source:position"": 2, ""place"": 1, ""dog"": 1, ""operator"": 1, ""note"": 1, ""electrified"": 1, ""gauge"": 1, ""railway"": 1, ""service"": 1, ""man_made"": 1, ""source:name"": 1, ""bridge"": 1, ""layer"": 1, ""building:levels"": 1, ""opening_hours"": 1, ""name:etymology"": 1, ""name:etymology:wikidata"": 1, ""old_name:etymology"": 1, ""old_name:etymology:wikidata"": 1}","#OSMUSProject377,#phoenixaddress,#maproulette",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
222,felixi,https://www.openstreetmap.org/user/felixi,293845,6,2966,Spain,1456,820,432,142,76,40,0,0,0,0,0,73,24,1,15,0,0,0,0,"{""building"": 73, ""barrier"": 55, ""leisure"": 12, ""landuse"": 1, ""highway"": 1}","{""barrier"": 25, ""building"": 24, ""highway"": 15, ""name"": 14, ""name:ca"": 14, ""leisure"": 6, ""name:etymology:wikidata"": 5, ""landuse"": 3, ""natural"": 3, ""surface"": 1, ""sport"": 1, ""name:es"": 1, ""bicycle"": 1, ""abandoned"": 1, ""old_name"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
223,Yury Yatsynovich,https://www.openstreetmap.org/user/Yury%20Yatsynovich,411298,19,2947,United States of America,1169,278,1314,61,63,51,4,7,0,15,13,0,0,10,16,0,1,0,0,"{""barrier"": 45, ""power"": 34, ""generator:method"": 17, ""generator:output:electricity"": 17, ""generator:source"": 17, ""generator:type"": 17, ""plant:method"": 16, ""plant:output:electricity"": 16, ""plant:source"": 16, ""highway"": 10, ""access"": 5, ""type"": 4, ""tiger:cfcc"": 3, ""tiger:county"": 3, ""tiger:reviewed"": 3, ""name"": 3, ""operator"": 3, ""source"": 1, ""man_made"": 1, ""ref:US:EIA"": 1, ""start_date"": 1, ""alt_name"": 1}","{""barrier"": 46, ""name"": 18, ""highway"": 16, ""source"": 16, ""power"": 14, ""plant:output:electricity"": 13, ""plant:source"": 13, ""plant:method"": 11, ""operator"": 10, ""ref:US:EIA"": 9, ""start_date"": 9, ""tiger:cfcc"": 8, ""tiger:county"": 8, ""tiger:reviewed"": 8, ""landuse"": 8, ""type"": 7, ""tiger:name_base"": 6, ""tiger:name_type"": 6, ""access"": 5, ""ref"": 5, ""tiger:name_base_1"": 5, ""website"": 4, ""surface"": 3, ""FMMP_modified"": 3, ""FMMP_reviewed"": 3, ""acres"": 3, ""addr:county"": 3, ""attribution"": 3, ""description"": 3, ""alt_name"": 3, ""lanes"": 2, ""wikidata"": 2, ""natural"": 2, ""man_made"": 2, ""tiger:name_direction_prefix"": 1, ""tiger:zip_left"": 1, ""tiger:zip_right"": 1, ""boundary"": 1, ""is_in:iso_3166_2"": 1, ""is_in:state"": 1, ""is_in:state_code"": 1, ""place"": 1, ""tiger:CLASSFP"": 1, ""tiger:CPI"": 1, ""tiger:FUNCSTAT"": 1, ""tiger:LSAD"": 1, ""tiger:MTFCC"": 1, ""tiger:NAME"": 1, ""tiger:NAMELSAD"": 1, ""tiger:PCICBSA"": 1, ""tiger:PCINECTA"": 1, ""tiger:PLACEFP"": 1, ""tiger:PLACENS"": 1, ""tiger:PLCIDFP"": 1, ""tiger:STATEFP"": 1, ""wikipedia"": 1, ""cycleway:both"": 1, ""lane_markings"": 1, ""sidewalk"": 1, ""smoothness"": 1, ""gnis:fcode"": 1, ""gnis:ftype"": 1, ""nhd:fdate"": 1, ""nhd:reach_code"": 1, ""waterway"": 1, ""operator:wikidata"": 1, ""leaf_type"": 1, ""service"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
224,SirCowMan,https://www.openstreetmap.org/user/SirCowMan,6535910,5,2927,Canada,2076,505,16,214,107,4,0,5,0,69,38,88,17,134,80,5,5,13,3,"{""highway"": 134, ""building"": 88, ""addr:housenumber"": 69, ""addr:street"": 68, ""footway"": 48, ""crossing"": 36, ""surface"": 18, ""amenity"": 13, ""direction"": 12, ""bicycle"": 10, ""barrier"": 9, ""foot"": 9, ""natural"": 8, ""noexit"": 7, ""service"": 7, ""waterway"": 5, ""segregated"": 5, ""name"": 4, ""layer"": 3, ""tunnel"": 3, ""access"": 3, ""source"": 3, ""informal"": 3, ""horse"": 2, ""motor_vehicle"": 2, ""shelter_type"": 2, ""addr:interpolation"": 2, ""continuous_sidewalk"": 1, ""ford"": 1, ""emergency"": 1, ""maxspeed"": 1, ""oneway"": 1, ""capacity"": 1, ""fee"": 1, ""office"": 1, ""sac_scale"": 1, ""ski"": 1, ""trail_visibility"": 1, ""wheelchair"": 1, ""width"": 1, ""leisure"": 1, ""power"": 1}","{""highway"": 80, ""name"": 54, ""surface"": 42, ""bicycle"": 36, ""foot"": 36, ""oneway"": 34, ""maxspeed"": 30, ""source"": 27, ""lanes"": 24, ""power"": 18, ""building"": 17, ""addr:housenumber"": 16, ""addr:street"": 16, ""access"": 13, ""landuse"": 11, ""ref"": 8, ""crossing"": 7, ""motor_vehicle"": 7, ""aeroway"": 7, ""horse"": 6, ""waterway"": 5, ""wheelchair"": 5, ""type"": 5, ""operator"": 4, ""direction"": 3, ""sac_scale"": 3, ""ski"": 3, ""trail_visibility"": 3, ""width"": 3, ""segregated"": 3, ""cycleway"": 3, ""sidewalk"": 3, ""admin_level"": 3, ""boundary"": 3, ""description"": 3, ""amenity"": 3, ""bridge"": 2, ""layer"": 2, ""name:es"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""leisure"": 2, ""restriction"": 2, ""network"": 2, ""route"": 2, ""barrier"": 1, ""ford"": 1, ""destination:ref"": 1, ""destination:street"": 1, ""destination:symbol"": 1, ""NHS"": 1, ""alt_name"": 1, ""name:fr"": 1, ""aerodrome"": 1, ""aerodrome:type"": 1, ""ele"": 1, ""iata"": 1, ""icao"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""cuisine"": 1, ""takeaway"": 1, ""addr:postcode"": 1, ""animal_shelter"": 1, ""email"": 1, ""fax"": 1, ""phone"": 1, ""website"": 1, ""footway"": 1, ""note"": 1, ""fee"": 1, ""operator:type"": 1, ""parking"": 1, ""lit"": 1, ""sport"": 1, ""service"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
225,HarimaWood,https://www.openstreetmap.org/user/HarimaWood,6639840,3,2919,Japan,2430,57,6,408,18,0,0,0,0,6,2,294,0,17,15,0,0,11,0,"{""building"": 294, ""landuse"": 87, ""crop"": 70, ""highway"": 17, ""amenity"": 11, ""industrial"": 6, ""noexit"": 4, ""service"": 2, ""communication:mobile_phone"": 1, ""man_made"": 1, ""tower:type"": 1, ""smoothness"": 1, ""surface"": 1}","{""highway"": 15, ""source"": 10, ""smoothness"": 6, ""surface"": 6, ""landuse"": 4, ""noexit"": 1, ""crossing"": 1, ""name"": 1, ""ref"": 1}","#codeforharima,#Onebyone,#MappyHourJapan,#kakogawa70,#SmartCity,#スマートシティ,#高砂ちゃいくりんぐ",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
226,Pavelfantik,https://www.openstreetmap.org/user/Pavelfantik,6528603,15,2911,Belarus,1735,910,29,183,48,1,5,0,0,32,5,120,10,23,27,0,0,0,0,"{""building"": 120, ""planned:highway"": 33, ""highway"": 23, ""landuse"": 22, ""surface"": 21, ""planned:bus"": 14, ""planned:public_transport"": 14, ""natural"": 11, ""type"": 5, ""barrier"": 4, ""building:levels"": 4, ""water"": 2, ""bus"": 1, ""public_transport"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""name"": 1, ""shop"": 1}","{""highway"": 27, ""surface"": 20, ""source"": 16, ""addr:housenumber"": 11, ""addr:street"": 11, ""building"": 10, ""name"": 9, ""name:ru"": 9, ""ref"": 9, ""name:be"": 8, ""official_name"": 6, ""official_name:be"": 6, ""official_name:ru"": 6, ""landuse"": 5, ""addr:city"": 4, ""barrier"": 4, ""natural"": 4, ""lanes"": 3, ""note"": 3, ""tracktype"": 3, ""building:levels"": 3, ""maxspeed"": 2, ""building:flats"": 2, ""ford"": 1, ""shop"": 1, ""bus"": 1, ""public_transport"": 1, ""shelter"": 1, ""smoothness"": 1, ""int_name"": 1, ""name:pl"": 1, ""description:pl"": 1, ""religion"": 1, ""start_date"": 1, ""building:parts"": 1, ""construction"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
227,EA5VK,https://www.openstreetmap.org/user/EA5VK,10240944,12,2905,Spain,1826,610,405,14,48,2,0,0,0,0,2,0,0,0,4,14,43,0,0,"{""intermittent"": 14, ""source"": 14, ""waterway"": 14, ""name"": 11, ""name:ca"": 10}","{""intermittent"": 43, ""waterway"": 43, ""source"": 36, ""name"": 35, ""name:ca"": 25, ""alt_name"": 11, ""highway"": 4, ""name:es"": 4, ""width"": 4, ""tracktype"": 2, ""landuse"": 2, ""ford"": 1, ""leaf_type"": 1, ""trees"": 1, ""sac_scale"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
228,Klerik7,https://www.openstreetmap.org/user/Klerik7,7169223,2,2899,Slovakia,854,515,382,133,948,67,0,0,0,44,0,127,930,3,18,0,0,0,2,"{""addr:city"": 147, ""addr:conscriptionnumber"": 147, ""addr:country"": 147, ""addr:housenumber"": 147, ""addr:postcode"": 147, ""ref:minvskaddress"": 147, ""source:addr"": 147, ""source"": 133, ""building"": 127, ""addr:place"": 84, ""addr:street"": 63, ""addr:streetnumber"": 63, ""highway"": 3, ""landuse"": 2, ""barrier"": 1, ""abutters"": 1, ""alt_name"": 1, ""name"": 1, ""old_ref"": 1, ""ref"": 1, ""source:ref"": 1, ""surface"": 1}","{""source"": 945, ""building"": 930, ""addr:city"": 905, ""addr:conscriptionnumber"": 905, ""addr:country"": 905, ""addr:housenumber"": 905, ""addr:postcode"": 905, ""ref:minvskaddress"": 905, ""source:addr"": 905, ""addr:place"": 507, ""addr:street"": 398, ""addr:streetnumber"": 398, ""highway"": 18, ""name"": 10, ""source:name"": 3, ""old_ref"": 2, ""ref"": 2, ""source:ref"": 2, ""surface"": 2, ""name:hu"": 2, ""name:sk"": 2, ""url"": 2, ""amenity"": 2, ""denomination"": 2, ""religion"": 2, ""import"": 2, ""abutters"": 1, ""historic"": 1, ""website"": 1, ""building:material"": 1, ""footway"": 1, ""oneway"": 1, ""service"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
229,alesin,https://www.openstreetmap.org/user/alesin,8567097,8,2898,Austria,1913,714,20,104,137,4,0,6,0,59,7,9,4,19,73,0,0,1,3,"{""natural"": 74, ""landuse"": 35, ""barrier"": 21, ""layer"": 20, ""highway"": 19, ""wall"": 14, ""building"": 9, ""level"": 6, ""man_made"": 5, ""bus"": 2, ""public_transport"": 2, ""access"": 1, ""basin"": 1, ""intermittent"": 1, ""water"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""contact:email"": 1, ""contact:phone"": 1, ""contact:website"": 1, ""craft"": 1, ""name"": 1, ""opening_hours"": 1, ""amenity"": 1, ""fee"": 1, ""incline"": 1, ""covered"": 1, ""bridge"": 1, ""service"": 1}","{""highway"": 73, ""name"": 28, ""surface"": 27, ""landuse"": 25, ""ref"": 22, ""barrier"": 18, ""source"": 17, ""wall"": 17, ""layer"": 13, ""railway"": 12, ""natural"": 11, ""level"": 9, ""covered"": 9, ""train"": 8, ""bicycle"": 7, ""foot"": 6, ""service"": 6, ""public_transport"": 6, ""type"": 6, ""maxspeed"": 5, ""segregated"": 5, ""bridge"": 4, ""lanes"": 4, ""building"": 4, ""lit"": 4, ""shelter"": 4, ""tactile_paving"": 4, ""wheelchair"": 4, ""tracktype"": 3, ""maxheight"": 3, ""horse"": 3, ""handrail"": 3, ""incline"": 3, ""amenity"": 3, ""capacity"": 3, ""parking"": 3, ""man_made"": 3, ""traffic_signals"": 2, ""traffic_signals:direction"": 2, ""railway:derail"": 2, ""railway:local_operated"": 2, ""railway:signal:minor"": 2, ""railway:signal:minor:form"": 2, ""railway:signal:minor:height"": 2, ""railway:signal:minor:states"": 2, ""source:maxspeed"": 2, ""electrified"": 2, ""gauge"": 2, ""operator"": 2, ""railway:track_ref"": 2, ""railway:track_type"": 2, ""lane_markings"": 2, ""railway:platform_height"": 2, ""capacity:disabled"": 2, ""network"": 2, ""network:type"": 2, ""route"": 2, ""bench"": 2, ""crossing"": 1, ""lanes:backward"": 1, ""oneway"": 1, ""shoulder"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""width"": 1, ""park_ride"": 1, ""turn:lanes:forward"": 1, ""capacity:charging"": 1, ""description"": 1, ""symbol"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
230,Ivan Barsukov,https://www.openstreetmap.org/user/Ivan%20Barsukov,13052051,3,2893,Kyrgyzstan,2541,164,3,154,31,0,0,0,0,14,5,73,1,27,24,0,7,0,1,"{""building"": 73, ""landuse"": 34, ""highway"": 27, ""natural"": 16, ""ford"": 9, ""building:levels"": 5, ""building:part"": 5, ""name"": 2, ""tourism"": 2, ""entrance"": 1, ""artwork_type"": 1, ""barrier"": 1, ""fixme"": 1}","{""highway"": 24, ""name"": 7, ""waterway"": 7, ""fixme"": 6, ""surface"": 4, ""boat"": 3, ""footway"": 3, ""name:en"": 2, ""name:ky"": 2, ""traffic_calming"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""amenity"": 1, ""building"": 1, ""building:levels"": 1, ""name:ru"": 1, ""int_name"": 1, ""lanes"": 1, ""lanes:bus:backward"": 1, ""lanes:forward"": 1, ""maxspeed"": 1, ""maxspeed:practical"": 1, ""old_name"": 1, ""oneway"": 1, ""natural"": 1, ""source"": 1, ""landuse"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
231,MVV44,https://www.openstreetmap.org/user/MVV44,1414128,16,2861,Costa Rica,1830,454,95,332,78,18,31,23,0,3,18,121,1,31,32,1,5,0,1,"{""building"": 121, ""natural"": 82, ""highway"": 31, ""surface"": 31, ""type"": 31, ""landuse"": 19, ""service"": 8, ""barrier"": 6, ""name"": 5, ""access"": 4, ""oneway"": 4, ""trees"": 3, ""smoothness"": 1, ""noname"": 1, ""shop"": 1, ""waterway"": 1, ""incline"": 1}","{""highway"": 32, ""surface"": 32, ""natural"": 30, ""name"": 27, ""type"": 23, ""landuse"": 11, ""oneway"": 8, ""waterway"": 5, ""lanes"": 4, ""trees"": 4, ""cycleway"": 3, ""ref"": 3, ""wetland"": 3, ""source"": 2, ""noname"": 2, ""water"": 2, ""addr:city"": 1, ""addr:postcode"": 1, ""amenity"": 1, ""place"": 1, ""building"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
