rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
1650,asdfqwer51,https://www.openstreetmap.org/user/asdfqwer51,3350410,2,179,Republic of Korea,iD 2.25.1,133,16,0,21,7,2,0,0,0,32,9,17.0,1.0,6.0,12.0,0.0,0.0,18.0,1.0,"{""addr:housenumber"": 41, ""addr:postcode"": 41, ""addr:street"": 41, ""name"": 33, ""name:en"": 32, ""name:ko"": 32, ""phone"": 21, ""amenity"": 18, ""building"": 17, ""level"": 13, ""opening_hours"": 13, ""branch"": 10, ""shop"": 10, ""building:levels"": 10, ""highway"": 6, ""cuisine"": 3, ""information"": 2, ""tourism"": 2, ""crossing"": 1, ""crossing:markings"": 1, ""website"": 1, ""unisex"": 1, ""clothes"": 1, ""operator"": 1, ""recycling:green_waste"": 1, ""recycling_type"": 1, ""board_type"": 1, ""bus"": 1, ""public_transport"": 1, ""ref"": 1}","{""name"": 13, ""name:ko"": 13, ""name:en"": 12, ""highway"": 12, ""phone"": 9, ""bus"": 6, ""public_transport"": 6, ""ref"": 6, ""addr:housenumber"": 5, ""addr:postcode"": 5, ""addr:street"": 5, ""branch"": 2, ""opening_hours"": 2, ""operator"": 2, ""crossing"": 2, ""crossing:markings"": 2, ""footway"": 2, ""alt_name:ko"": 1, ""amenity"": 1, ""brand"": 1, ""brand:en"": 1, ""brand:ko"": 1, ""brand:wikidata"": 1, ""level"": 1, ""shop"": 1, ""blood:blood_donation"": 1, ""blood:plasma"": 1, ""blood:platelets"": 1, ""blood:whole"": 1, ""healthcare"": 1, ""departures_board"": 1, ""lit"": 1, ""addr:city"": 1, ""building"": 1, ""building:levels"": 1, ""leisure"": 1, ""sport"": 1, ""website"": 1, ""construction:railway"": 1, ""gauge"": 1, ""name:ja"": 1, ""opening_date"": 1, ""railway"": 1, ""tunnel"": 1, ""name:ko-Latn"": 1, ""ncat"": 1, ""review"": 1, ""source"": 1, ""surface"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1651,silversurfer83,https://www.openstreetmap.org/user/silversurfer83,99299,2,179,Germany,"JOSM/1.5 (18700 de),Vespucci 18.1.5.0",113,34,2,14,14,2,0,0,0,1,1,4.0,4.0,8.0,3.0,0.0,0.0,2.0,0.0,"{""highway"": 8, ""service"": 8, ""surface"": 6, ""building"": 4, ""amenity"": 2, ""noexit"": 1}","{""name"": 5, ""landuse"": 5, ""building"": 4, ""highway"": 3, ""surface"": 2, ""description:de"": 1, ""historic"": 1, ""image"": 1, ""removed:building"": 1, ""man_made"": 1, ""access"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1652,ngumenawesamson,https://www.openstreetmap.org/user/ngumenawesamson,2623654,2,179,Uganda,JOSM/1.5 (18700 en),15,159,0,3,2,0,0,0,0,0,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 3}","{""building"": 2}","#hotosm-project-14663,#Mappingforfloodresilience,#Mapping-Mpatta,#SpatialPeople",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1653,Aikonhill,https://www.openstreetmap.org/user/Aikonhill,6456123,2,178,U.K. of Great Britain and Northern Ireland,iD 2.25.1,121,19,0,24,13,1,0,0,0,50,5,6.0,6.0,12.0,9.0,0.0,0.0,5.0,2.0,"{""addr:city"": 25, ""addr:housenumber"": 25, ""addr:postcode"": 25, ""addr:street"": 25, ""highway"": 12, ""entrance"": 11, ""barrier"": 10, ""traffic_sign"": 7, ""addr:housename"": 7, ""name"": 7, ""building"": 6, ""access"": 6, ""footway"": 6, ""amenity"": 5, ""parking"": 5, ""shop"": 4, ""man_made"": 2, ""material"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""layer"": 2, ""office"": 2, ""surveillance:type"": 1, ""natural"": 1, ""garden:type"": 1, ""leisure"": 1, ""surface"": 1, ""clothes"": 1, ""insurance"": 1, ""tunnel"": 1}","{""name"": 10, ""highway"": 9, ""building"": 6, ""addr:city"": 4, ""addr:housenumber"": 4, ""addr:postcode"": 4, ""addr:street"": 4, ""barrier"": 3, ""surface"": 3, ""lanes"": 2, ""maxspeed"": 2, ""amenity"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""footway"": 2, ""office"": 2, ""operator"": 1, ""crossing"": 1, ""crossing:markings"": 1, ""amenity_1"": 1, ""cuisine"": 1, ""shop"": 1, ""addr:housename"": 1, ""building:levels"": 1, ""parking"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1654,gpserror,https://www.openstreetmap.org/user/gpserror,9637872,12,178,United States of America,"iD 2.25.1,reverter_plugin/36043;JOSM/1.5 (18463 en)",60,66,28,6,16,2,0,0,0,4,13,1.0,10.0,2.0,2.0,0.0,0.0,2.0,9.0,"{""addr:unit"": 4, ""name"": 3, ""website"": 3, ""leisure"": 3, ""addr:housenumber"": 2, ""addr:street"": 2, ""amenity"": 2, ""highway"": 2, ""sport"": 2, ""facebook"": 1, ""shop"": 1, ""office"": 1, ""cuisine"": 1, ""building"": 1, ""layer"": 1}","{""name"": 15, ""building"": 10, ""addr:housenumber"": 9, ""addr:street"": 9, ""amenity"": 9, ""website"": 8, ""source"": 4, ""addr:unit"": 4, ""note"": 4, ""leisure"": 3, ""shop"": 3, ""cuisine"": 3, ""natural"": 3, ""phone"": 2, ""sport"": 2, ""takeaway"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""office"": 2, ""building:levels"": 2, ""roof:shape"": 2, ""highway"": 2, ""healthcare"": 1, ""sangis:OBJECTID"": 1, ""sangis:TYPE"": 1, ""roof:levels"": 1, ""oneway"": 1, ""service"": 1, ""access"": 1, ""motor_vehicle"": 1, ""segregated"": 1, ""surface"": 1, ""golf"": 1, ""water"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1655,lperret,https://www.openstreetmap.org/user/lperret,18448573,13,178,France,StreetComplete 52.0,0,61,0,0,117,0,0,0,0,0,61,0.0,0.0,0.0,144.0,0.0,0.0,0.0,1.0,{},"{""highway"": 144, ""surface"": 117, ""name"": 93, ""ref"": 84, ""lanes"": 76, ""maxspeed"": 75, ""oneway"": 54, ""public_transport"": 42, ""shelter"": 42, ""bench"": 40, ""old_ref"": 30, ""source"": 29, ""check_date:shelter"": 27, ""bin"": 23, ""source:maxspeed"": 16, ""crossing"": 15, ""tactile_paving"": 15, ""cycleway"": 14, ""ref:FR:TCL"": 12, ""route_ref"": 12, ""junction"": 9, ""wheelchair"": 8, ""crossing:island"": 8, ""bus"": 8, ""sidewalk"": 8, ""cycleway:right"": 7, ""lit"": 7, ""network"": 5, ""busway:right"": 5, ""destination"": 5, ""crossing_ref"": 3, ""ref:FR:FANTOIR"": 3, ""hazard"": 3, ""cycleway:both"": 3, ""bridge"": 3, ""layer"": 3, ""traffic_calming"": 3, ""crossing:barrier"": 2, ""railway"": 2, ""kerb"": 2, ""mapillary"": 2, ""pole"": 2, ""survey:date"": 2, ""maxweight"": 2, ""cycleway:left"": 2, ""service"": 2, ""destination:backward"": 2, ""busway"": 2, ""lanes:backward"": 2, ""lanes:forward"": 2, ""psv:lanes:backward"": 2, ""psv:lanes:forward"": 2, ""maxspeed:type"": 2, ""emergency"": 1, ""fire_hydrant:position"": 1, ""fire_hydrant:type"": 1, ""network:wikidata"": 1, ""network:wikipedia"": 1, ""operator"": 1, ""operator:wikidata"": 1, ""amenity"": 1, ""check_date:recycling"": 1, ""recycling:glass_bottles"": 1, ""recycling_type"": 1, ""maxspeed:backward"": 1, ""maxspeed:forward"": 1, ""embankment"": 1, ""maxweight:signed"": 1, ""check_date:surface"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1656,Leedak,https://www.openstreetmap.org/user/Leedak,408557,1,178,Gabon,iD 2.25.1,144,0,0,34,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""access"": 30, ""leisure"": 30, ""location"": 30, ""swimming_pool"": 27, ""building"": 4}",{},,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1657,captaincherie34,https://www.openstreetmap.org/user/captaincherie34,12582750,2,178,U.K. of Great Britain and Northern Ireland,JOSM/1.5 (18700 en_GB),115,11,14,21,13,4,0,0,0,4,0,19.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,"{""building"": 19, ""addr:street"": 18, ""barrier"": 2, ""addr:housenumber"": 2, ""highway"": 2, ""man_made"": 1, ""utility"": 1, ""amenity"": 1, ""operator"": 1, ""post_box:type"": 1, ""bicycle"": 1}","{""highway"": 4, ""landuse"": 4, ""bicycle"": 3, ""name"": 3, ""addr:postcode"": 2, ""leisure"": 2, ""natural"": 1, ""amenity"": 1, ""ref:edubase"": 1, ""operator"": 1, ""addr:city"": 1, ""addr:street"": 1, ""building"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1658,beobab,https://www.openstreetmap.org/user/beobab,7013224,13,177,Switzerland,"StreetComplete 52.0,iD 2.25.1",87,32,3,17,30,1,3,4,0,19,18,0.0,2.0,14.0,33.0,0.0,0.0,13.0,5.0,"{""highway"": 14, ""amenity"": 13, ""surface"": 7, ""barrier"": 5, ""lit"": 5, ""natural"": 4, ""fence_type"": 4, ""name"": 4, ""oneway"": 4, ""restriction"": 3, ""type"": 3, ""crossing"": 2, ""crossing:island"": 2, ""crossing:markings"": 2, ""footway"": 2, ""foot"": 2, ""maxspeed"": 2, ""ref"": 2, ""lamp_mount"": 1, ""height"": 1, ""material"": 1, ""bicycle"": 1}","{""highway"": 33, ""surface"": 20, ""handrail"": 12, ""lit"": 10, ""ramp"": 10, ""name"": 10, ""incline"": 7, ""leisure"": 6, ""ref"": 6, ""amenity"": 5, ""covered"": 5, ""lamp_mount"": 5, ""crossing"": 4, ""crossing:island"": 4, ""crossing:markings"": 4, ""ramp:stroller"": 4, ""step_count"": 4, ""footway"": 4, ""route"": 4, ""type"": 4, ""material"": 3, ""colour"": 3, ""from"": 3, ""gtfs:feed"": 3, ""gtfs:release_date"": 3, ""gtfs:route_id"": 3, ""gtfs:trip_id:like"": 3, ""nat_ref"": 3, ""network"": 3, ""network:wikidata"": 3, ""operator"": 3, ""operator:wikidata"": 3, ""public_transport:version"": 3, ""ref_trips"": 3, ""to"": 3, ""backrest"": 2, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""building"": 2, ""building:levels"": 2, ""roof:shape"": 2, ""oneway"": 2, ""fountain"": 1, ""waste"": 1, ""emergency"": 1, ""fire_hydrant:position"": 1, ""fire_hydrant:type"": 1, ""tracktype"": 1, ""landuse"": 1, ""email"": 1, ""phone"": 1, ""website"": 1, ""maxspeed"": 1, ""sport"": 1, ""barrier"": 1, ""fence_type"": 1, ""height"": 1, ""changing_table"": 1, ""level"": 1, ""opening_hours"": 1, ""shop"": 1, ""toilets"": 1, ""by_night"": 1, ""interval"": 1, ""via"": 1, ""wheelchair"": 1, ""note"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1659,hhcfw,https://www.openstreetmap.org/user/hhcfw,5913011,2,177,Canada,iD 2.25.1,30,85,28,3,20,4,0,7,0,0,3,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,"{""public_transport"": 3, ""railway"": 3, ""train"": 3, ""building"": 1, ""name"": 1, ""network"": 1, ""opening_date"": 1, ""operator"": 1}","{""name"": 21, ""construction"": 10, ""construction:electrified"": 10, ""construction:frequency"": 10, ""construction:railway"": 10, ""construction:voltage"": 10, ""gauge"": 10, ""opening_date"": 10, ""railway"": 10, ""highway"": 9, ""surface"": 8, ""operator"": 7, ""type"": 7, ""network"": 6, ""ref"": 6, ""source"": 6, ""layer"": 6, ""name:en"": 4, ""name:fr"": 4, ""footway"": 4, ""width"": 4, ""tunnel"": 4, ""network:wikidata"": 4, ""public_transport:version"": 4, ""route"": 4, ""lanes"": 3, ""maxspeed"": 3, ""sidewalk"": 3, ""restriction"": 3, ""bus"": 2, ""public_transport"": 2, ""cycleway"": 2, ""lanes:backward"": 2, ""lanes:forward"": 2, ""landuse"": 2, ""bridge"": 2, ""crossing"": 1, ""lcn"": 1, ""turn:lanes:forward"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""dog"": 1, ""place"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""turn:lanes:backward"": 1, ""service"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1660,marco443,https://www.openstreetmap.org/user/marco443,1886646,5,177,"Madagascar,France","iD 2.21.1,iD 2.25.1",158,0,0,15,4,0,0,0,0,0,0,10.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,"{""building"": 10, ""highway"": 4, ""amenity"": 1, ""name"": 1}","{""highway"": 4, ""source"": 3, ""name"": 2, ""ref"": 1}","#hotosm-project-12779,#APMA,#Geographie,#routes,#residential",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1661,Ronan_SV,https://www.openstreetmap.org/user/Ronan_SV,14902161,6,177,El Salvador,iD 2.25.1,98,25,2,47,5,0,0,0,0,2,17,1.0,0.0,0.0,2.0,46.0,2.0,0.0,0.0,"{""waterway"": 46, ""layer"": 24, ""tunnel"": 24, ""seamark:type"": 5, ""lock"": 5, ""aeroway"": 2, ""ref"": 2, ""material"": 1, ""building"": 1}","{""aeroway"": 17, ""ref"": 17, ""name"": 3, ""highway"": 2, ""surface"": 2, ""waterway"": 2, ""noname"": 1, ""oneway"": 1, ""addr:city"": 1, ""addr:street"": 1, ""building:colour"": 1, ""place"": 1, ""source"": 1, ""alt_name"": 1, ""construction"": 1, ""wikidata"": 1, ""service"": 1, ""material"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1662,mariellysilva,https://www.openstreetmap.org/user/mariellysilva,18961073,1,177,Brazil,iD 2.25.1,5,23,98,0,48,1,0,2,0,5,23,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,"{""bus"": 5, ""public_transport"": 5}","{""highway"": 48, ""lanes"": 48, ""name"": 48, ""oneway"": 48, ""surface"": 48, ""sidewalk:width"": 45, ""width"": 44, ""postal_code"": 43, ""sidewalk"": 43, ""lit"": 28, ""source"": 27, ""lamp:power"": 27, ""noexit"": 23, ""lamp:type"": 20, ""note"": 12, ""cycleway:right"": 11, ""maxspeed"": 9, ""old_name"": 8, ""lamp_type"": 7, ""turn:lanes"": 5, ""alt_name"": 4, ""lanes:backward"": 3, ""lanes:forward"": 3, ""oneway:bicycle"": 3, ""turn:lanes:backward"": 2, ""turn:lanes:forward"": 2, ""enforcement"": 2, ""type"": 2, ""bicycle"": 1, ""foot"": 1, ""horse"": 1, ""cycleway:left"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1663,mapman44,https://www.openstreetmap.org/user/mapman44,2888253,4,176,United States of America,Rapid 2.0.2,26,140,2,1,7,0,0,0,0,0,0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 1, ""source"": 1}","{""highway"": 4, ""name"": 3, ""tiger:cfcc"": 3, ""tiger:county"": 3, ""tiger:name_base"": 3, ""tiger:name_type"": 3, ""tiger:zip_left"": 3, ""tiger:zip_right"": 3, ""addr:city"": 3, ""addr:country"": 3, ""addr:housenumber"": 3, ""addr:postcode"": 3, ""addr:state"": 3, ""addr:street"": 3, ""building"": 3, ""source"": 3, ""tiger:reviewed"": 2, ""service"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1664,simonericmoon,https://www.openstreetmap.org/user/simonericmoon,13801253,4,176,Germany,iD 2.25.1,138,16,0,22,0,0,0,0,0,31,4,22.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,"{""natural"": 31, ""building"": 22, ""description"": 1}","{""name"": 3, ""addr:city"": 2, ""addr:country"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""addr:suburb"": 2, ""amenity"": 2, ""min_age"": 1, ""source"": 1, ""highway"": 1, ""fixme"": 1, ""ref"": 1, ""university"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1665,Ilya Kogan,https://www.openstreetmap.org/user/Ilya%20Kogan,280322,7,176,Nepal,iD 2.25.1,143,2,1,12,17,0,0,1,0,4,1,1.0,1.0,9.0,11.0,0.0,3.0,0.0,0.0,"{""highway"": 9, ""surface"": 7, ""name"": 2, ""natural"": 2, ""tourism"": 2, ""place"": 1, ""intermittent"": 1, ""salt"": 1, ""water"": 1, ""handrail"": 1, ""incline"": 1, ""tactile_paving"": 1, ""building"": 1, ""leisure"": 1, ""source"": 1, ""foot"": 1, ""smoothness"": 1}","{""highway"": 11, ""surface"": 10, ""smoothness"": 5, ""4wd_only"": 3, ""ref"": 3, ""waterway"": 3, ""name"": 2, ""landuse"": 2, ""source"": 2, ""place"": 1, ""foot"": 1, ""oneway"": 1, ""tracktype"": 1, ""building"": 1, ""description"": 1, ""network"": 1, ""route"": 1, ""symbol"": 1, ""type"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1666,SergioDC23,https://www.openstreetmap.org/user/SergioDC23,18833515,9,175,Italy,iD 2.25.1,82,36,11,16,28,2,0,0,0,0,0,2.0,1.0,6.0,22.0,0.0,0.0,3.0,1.0,"{""name"": 7, ""highway"": 6, ""amenity"": 3, ""place"": 2, ""building"": 2, ""leisure"": 2, ""area"": 2, ""playground"": 2, ""parking"": 1, ""surface"": 1, ""oneway"": 1, ""religion"": 1, ""sport"": 1, ""access"": 1}","{""highway"": 22, ""name"": 18, ""admin_level"": 2, ""boundary"": 2, ""name:left"": 2, ""name:right"": 2, ""source"": 2, ""ref"": 2, ""oneway"": 2, ""landuse"": 2, ""amenity"": 1, ""building"": 1, ""old_ref"": 1, ""leisure"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1667,osm972,https://www.openstreetmap.org/user/osm972,122547,5,175,Colombia,JOSM/1.5 (18360 Debian en),89,37,21,16,8,4,0,0,0,2,1,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,"{""addr:street"": 9, ""building:levels"": 9, ""addr:housenumber"": 8, ""building"": 8, ""building:part"": 7, ""entrance"": 2, ""addr:city"": 1, ""name"": 1, ""name:en"": 1, ""name:fr"": 1}","{""addr:street"": 8, ""building"": 8, ""building:levels"": 6, ""name"": 5, ""addr:housenumber"": 5, ""shop"": 3, ""source"": 3, ""roof:shape"": 3, ""amenity"": 1, ""addr:city"": 1, ""building:levels:underground"": 1, ""roof:levels"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1668,kaartenliefhebber,https://www.openstreetmap.org/user/kaartenliefhebber,452471,5,175,Netherlands,JOSM/1.5 (18678 en),31,1,17,4,41,54,0,27,0,2,0,2.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,"{""source"": 4, ""source:date"": 4, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""building"": 2, ""construction"": 2, ""ref:bag"": 2, ""start_date"": 2, ""access"": 1, ""amenity"": 1, ""parking"": 1, ""leisure"": 1, ""name"": 1, ""sport"": 1, ""website"": 1}","{""highway"": 41, ""name"": 38, ""network"": 27, ""route"": 27, ""type"": 27, ""ref"": 26, ""network:type"": 22, ""osmc:symbol"": 13, ""access"": 7, ""surface"": 5, ""maxspeed"": 4, ""oneway"": 4, ""from"": 4, ""operator"": 4, ""to"": 4, ""hgv"": 2, ""bicycle"": 2, ""service"": 2, ""brand"": 2, ""network:wikidata"": 2, ""operator:wikidata"": 2, ""operator:wikipedia"": 2, ""public_transport:version"": 2, ""colour"": 2, ""description"": 2, ""distance"": 2, ""roundtrip"": 2, ""website"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""maxaxleload"": 1, ""lanes"": 1, ""lit"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1669,Emilius123,https://www.openstreetmap.org/user/Emilius123,13874704,29,174,Germany,"JOSM/1.5 (18706 de),noteSolver_plugin/0.5.0;JOSM/1.5 (18706 de)",78,56,3,17,20,0,0,0,0,3,5,10.0,8.0,2.0,5.0,0.0,0.0,2.0,1.0,"{""building"": 10, ""leisure"": 4, ""addr:housenumber"": 3, ""name"": 2, ""amenity"": 2, ""sport"": 2, ""highway"": 2, ""service"": 2, ""shop"": 1, ""information"": 1, ""tourism"": 1, ""operator"": 1, ""wheelchair"": 1, ""surface"": 1, ""addr:city"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""addr:suburb"": 1}","{""building"": 8, ""name"": 7, ""addr:housenumber"": 7, ""addr:street"": 7, ""highway"": 5, ""addr:city"": 4, ""addr:postcode"": 4, ""surface"": 4, ""shop"": 3, ""landuse"": 3, ""demolished:building"": 3, ""wheelchair"": 2, ""tracktype"": 2, ""addr:country"": 2, ""disused:amenity"": 1, ""access"": 1, ""barrier"": 1, ""disused:shop"": 1, ""contact:fax"": 1, ""email"": 1, ""office"": 1, ""phone"": 1, ""post_office"": 1, ""post_office:brand"": 1, ""post_office:brand:wikidata"": 1, ""post_office:service_provider"": 1, ""website"": 1, ""amenity"": 1, ""opening_hours"": 1, ""vending"": 1, ""lit"": 1, ""maxspeed"": 1, ""sidewalk"": 1, ""smoothness"": 1, ""industrial"": 1, ""area"": 1, ""addr:suburb"": 1, ""description"": 1, ""note:landuse"": 1, ""note"": 1, ""climbing:grade:uiaa:max"": 1, ""climbing:grade:uiaa:min"": 1, ""climbing:length:max"": 1, ""climbing:orientation"": 1, ""climbing:sport"": 1, ""climbing:trad"": 1, ""natural"": 1, ""sport"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1670,Laz_saB,https://www.openstreetmap.org/user/Laz_saB,19039265,11,174,Germany,iD 2.25.1,130,7,2,18,17,0,0,0,0,5,1,0.0,2.0,14.0,15.0,0.0,0.0,2.0,3.0,"{""highway"": 14, ""surface"": 9, ""access"": 4, ""direction"": 2, ""tourism"": 2, ""barrier"": 2, ""bicycle"": 2, ""foot"": 2, ""horse"": 2, ""material"": 2, ""motor_vehicle"": 2, ""amenity"": 2, ""leisure"": 2, ""footway"": 2, ""locked"": 1, ""handrail"": 1, ""service"": 1, ""crossing"": 1, ""crossing:markings"": 1, ""natural"": 1, ""description"": 1, ""informal"": 1, ""trail_visibility"": 1, ""width"": 1}","{""highway"": 15, ""surface"": 9, ""name"": 6, ""bicycle"": 5, ""lit"": 4, ""tracktype"": 4, ""foot"": 4, ""amenity"": 3, ""service"": 3, ""maxspeed"": 2, ""zone:traffic"": 2, ""vehicle"": 2, ""segregated"": 2, ""motor_vehicle"": 2, ""building"": 2, ""cuisine"": 1, ""website"": 1, ""lanes"": 1, ""fixme"": 1, ""religion"": 1, ""operator"": 1, ""mtb:scale"": 1, ""access"": 1, ""horse"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1671,salada2022,https://www.openstreetmap.org/user/salada2022,15367144,1,173,Japan,iD 2.25.1,5,161,4,0,2,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,{},"{""highway"": 1, ""lanes"": 1, ""name"": 1, ""name:en"": 1, ""name:ja"": 1, ""ref"": 1, ""source"": 1, ""surface"": 1, ""building"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1672,Eclaireur,https://www.openstreetmap.org/user/Eclaireur,18815210,1,173,France,Every Door iOS 3.0,106,52,12,0,3,0,0,0,0,106,52,0.0,0.0,0.0,3.0,0.0,0.0,79.0,23.0,"{""amenity"": 79, ""check_date"": 35, ""waste"": 34, ""capacity"": 22, ""name"": 20, ""bicycle_parking"": 19, ""vending"": 15, ""phone"": 8, ""office"": 8, ""opening_hours"": 7, ""advertising"": 7, ""website"": 5, ""shop"": 4, ""level"": 3, ""information"": 3, ""tourism"": 3, ""surface"": 3, ""traffic_calming"": 3, ""healthcare"": 2, ""cuisine"": 2, ""backrest"": 1, ""material"": 1, ""payment:coins"": 1, ""operator"": 1, ""emergency"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""payment:mastercard"": 1, ""payment:visa"": 1, ""contact:instagram"": 1, ""email"": 1}","{""name"": 48, ""check_date"": 46, ""opening_hours"": 27, ""phone"": 24, ""amenity"": 23, ""website"": 17, ""shop"": 14, ""addr:housenumber"": 12, ""addr:street"": 12, ""source"": 11, ""addr:postcode"": 10, ""office"": 9, ""addr:city"": 8, ""cuisine"": 7, ""description"": 5, ""ref:FR:FINESS"": 3, ""brand"": 3, ""brand:wikidata"": 3, ""diet:vegetarian"": 3, ""email"": 3, ""wheelchair"": 3, ""name:fr"": 3, ""operator"": 3, ""capacity"": 3, ""covered"": 3, ""highway"": 3, ""maxspeed"": 3, ""oneway"": 3, ""surface"": 3, ""zone:maxspeed"": 3, ""was:amenity"": 2, ""addr:country"": 2, ""lottery"": 2, ""tobacco"": 2, ""was:name"": 2, ""contact:facebook"": 2, ""craft"": 2, ""disused:shop"": 2, ""waste"": 2, ""healthcare"": 2, ""opening_hours:signed"": 2, ""healthcare:speciality"": 2, ""bicycle_parking"": 2, ""oneway:bicycle"": 2, ""cycleway"": 2, ""lit"": 2, ""addr:full"": 1, ""dispensing"": 1, ""contact:website"": 1, ""takeaway"": 1, ""contact:phone"": 1, ""outdoor_seating"": 1, ""opening_hours:covid19"": 1, ""fixme"": 1, ""fixme:type"": 1, ""brand:wikipedia"": 1, ""contact:instagram"": 1, ""check_date:recycling"": 1, ""location"": 1, ""recycling:glass"": 1, ""recycling:glass_bottles"": 1, ""recycling_type"": 1, ""was:healthcare"": 1, ""check_date:opening_hours"": 1, ""access"": 1, ""fee"": 1, ""name:en"": 1, ""diet:organic"": 1, ""diet:vegan"": 1, ""payment:mastercard"": 1, ""payment:visa"": 1, ""cycleway:left"": 1, ""lanes"": 1, ""short_name"": 1, ""sidewalk"": 1, ""sidewalk:both:surface"": 1, ""smoothness"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
1673,BAYCELL,https://www.openstreetmap.org/user/BAYCELL,17515487,16,173,Germany,"StreetComplete 52.0,iD 2.25.1",17,7,6,1,141,1,0,0,0,11,6,1.0,127.0,0.0,17.0,0.0,0.0,2.0,3.0,"{""generator:method"": 8, ""generator:output:electricity"": 8, ""generator:source"": 8, ""generator:type"": 8, ""location"": 8, ""power"": 8, ""amenity"": 2, ""information"": 1, ""tourism"": 1, ""backrest"": 1, ""material"": 1, ""seats"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1}","{""building"": 127, ""addr:housenumber"": 59, ""addr:street"": 31, ""highway"": 17, ""surface"": 14, ""note"": 8, ""name"": 5, ""amenity"": 3, ""ref"": 3, ""bench"": 3, ""bin"": 3, ""bus"": 3, ""local_ref"": 3, ""platform:width"": 3, ""public_transport"": 3, ""ref:IFOPT"": 3, ""shelter"": 3, ""tactile_paving"": 2, ""location"": 1, ""recycling:glass_bottles"": 1, ""recycling_type"": 1, ""collection_times"": 1, ""operator"": 1, ""lit"": 1, ""material"": 1, ""power"": 1, ""check_date:surface"": 1, ""tracktype"": 1, ""lane_markings"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
